id,display_name,price,cpu_socket,form_factor,max_memory,num_memory_slots,colour
279923bb-1dbf-4d01-9c09-36ee01030b43,Asus Z170-P,,LGA1151,ATX,64,4,Black / Gold
08e7b629-1177-465e-a2a7-c1c5eae5d855,MSI Creator TRX40,,sTRX4,EATX,256,8,Black / Silver
109fa27b-63c0-4cce-bf03-18df4d7436ec,Gigabyte B450M H,,AM4,Micro ATX,32,2,Black
6946898e-6b9a-47a9-a5f1-08ad17610298,Asus TUF GAMING A620-PRO WIFI,,AM5,ATX,192,4,Black
7b7ed2e5-3844-4efb-8b25-8ac32c000501,Gigabyte Z590 AORUS PRO AX,256.99,LGA1200,ATX,128,4,Black
108c6af8-e2c5-4f09-9a37-517fda244617,Asus H97M-E,,LGA1150,Micro ATX,32,4,Black / Gray
405029d2-70fd-4c4c-ba72-fa67957fabdd,Gigabyte GA-AB350N-Gaming WIFI (rev. 1.0),,AM4,Mini ITX,32,2,Black / Red
6ec6a095-f653-4a8c-8719-29ffe2af4b38,MSI MEG Z390 ACE,,LGA1151,ATX,128,4,Black / Silver
4928d9cc-8bcc-4910-ac73-af44016cce79,MSI Z270 SLI PLUS,406.49,LGA1151,ATX,64,4,Black / Silver
f82e94ae-26df-4fd4-b1ef-ea3ba2f104cf,MSI MPG Z590 GAMING FORCE,,LGA1200,ATX,128,4,Black
2012d4d8-87cc-4242-8845-61ffc94b1fef,Gigabyte Z690M DS3H DDR4,,LGA1700,Micro ATX,128,4,Brown / Gray
a09c48bf-b72f-4e2e-851b-6732b17fb9dd,MSI MPG Z590M GAMING EDGE WIFI,320.37,LGA1200,Micro ATX,128,4,Black
4114e710-dada-4576-bad9-6446ca5b033d,Gigabyte Z390 DESIGNARE,,LGA1151,ATX,128,4,Black / Silver
598fde51-47d2-4caf-a92c-bee40821bc40,ASRock A320M,,AM4,Micro ATX,32,2,Black / Silver
a7bc999c-537f-4a09-a781-7ea6c4a42e7d,ASRock B450M Steel Legend Pink,,AM4,Micro ATX,128,4,Black / Pink
09bc8bcf-0b33-416f-a6db-a1551f9564f4,Asus PRIME B460-PLUS,,LGA1200,ATX,128,4,Silver / Black
bc94ffeb-8d17-4f45-affa-798f02703d45,Asus ROG Strix Z370-H Gaming,,LGA1151,ATX,64,4,Black / Red
2b0d1268-072a-44b5-9c74-869bad423d51,Asus TUF Z370 Plus Gaming,,LGA1151,ATX,64,4,Black / Yellow
f5f3e366-7630-4d4c-87c5-9a93b483a3bf,MSI X470 GAMING PRO CARBON,,AM4,ATX,64,4,Black / Silver
6ebf5d4f-caa9-4abd-b0c5-8e86ca3d060a,MSI H510M PRO,,LGA1200,Micro ATX,64,2,Beige
6cea7d67-862e-4915-9e19-d3271a9ab1e3,ASRock H510M-HDV/M.2,178.42,LGA1200,Micro ATX,64,2,Silver / Black
9649865f-9393-43c4-aa98-da27500bb1ba,Gigabyte B660 AORUS Master DDR4,301.3,LGA1700,ATX,128,4,Black
48f25140-5ef7-4c42-8912-d866ec5bea24,MSI Z170A GAMING M7,,LGA1151,ATX,64,4,Black / Red
efc900b7-3982-4664-9716-4d1575bece9b,MSI MEG X570S ACE MAX,,AM4,ATX,128,4,Black
aa32a8a8-399c-4f8d-8014-6eb25c2f75e1,MSI TRX40 PRO 10G,,sTRX4,ATX,256,8,Black / Silver
93713767-5fe2-495b-b134-292c0ae65ea7,Gigabyte GA-H61M-DS2,,LGA1155,Micro ATX,16,2,Blue / White
80b568a8-1744-496a-94dd-9e5f79f52be9,Asus H110M-A/M.2,,LGA1151,Micro ATX,32,2,Black / Gold
b66eea59-200a-49f4-9031-74a22f567e1c,ASRock H97M Pro4,,LGA1150,Micro ATX,32,4,Black / Blue
5fddb58f-4cf4-42bf-a641-70d761a7a7b0,Asus Z10PE-D8 WS,,2 x LGA2011-3,SSI EEB,512,8,Black / Gold
6e39ea2f-79bb-4f16-9596-9523edf509e2,Asus H170-PRO,,LGA1151,ATX,64,4,Black / Gold
1b64b797-496b-481a-baff-9a2106442297,Asus PRIME B650M-A WIFI,,AM5,Micro ATX,128,4,Silver / Black
7f64a47e-fdda-41dd-b564-faac8c370f15,MSI A320M PRO-VH PLUS,,AM4,Micro ATX,32,2,Brown / Black
6e8d3667-70fb-40ad-9e91-9dade08600fd,Asus TUF GAMING H570-PRO WIFI,194.99,LGA1200,ATX,128,4,Black / Silver
bc41aca7-b22e-405a-8d7d-4e2776c3b4cd,Asus PRIME Z370-A II,,LGA1151,ATX,64,4,Black / Silver
848c1656-19b7-49fa-aeee-e79dbd4f4ee0,Gigabyte B660M GAMING AC DDR4,,LGA1700,Micro ATX,64,2,Black / Red
5a15c51a-8ea3-4202-8469-b46703059fa8,MSI MEG Z490I UNIFY,,LGA1200,Mini ITX,64,2,Black / Silver
0aa1e247-7087-4f8d-bfc1-8b754437beba,Gigabyte GA-G41MT-S2PT,,LGA775,Micro ATX,8,2,Blue / White
0180ff21-e4b4-46c7-b455-8b81c0393053,Gigabyte GA-AB350M-Gaming 3,,AM4,Micro ATX,64,4,Black / Red
e2f03f70-8ded-4483-96b5-8ac04a3d409c,MSI B360 GAMING ARCTIC,,LGA1151,ATX,64,4,White
f6d7a56b-7899-40fa-9266-ef0314ac7d44,MSI PRO-B660M-A-CEC-WIFI-DDR4,,LGA1700,Micro ATX,128,4,Black / Silver
f15f2084-ae34-4f67-897b-b31cdb94faf7,ASRock Z690 Taichi,312.99,LGA1700,ATX,192,4,Black / Copper
b1bf7b7c-1b44-46b9-9b9e-6305b178b667,MSI MEG Z690 UNIFY-X,,LGA1700,ATX,96,2,Black / Silver
1ef9371c-75d5-4969-9ea1-8039559230c5,Intel DH61BEB3,563.54,LGA1155,Micro ATX,8,2,Green / Blue
8b77266f-04c0-436c-bb42-9892d1f8d73a,Asus Sabertooth 990FX R2.0,,AM3+,ATX,32,4,Brown / Black
e5513e87-8570-4872-a756-1d4c59a9b006,MSI B350 GAMING PLUS,,AM4,ATX,64,4,Black / Red
f196a500-25a9-4a44-8cc2-7f1737c981e9,MSI MPG Z390M GAMING EDGE AC,,LGA1151,Micro ATX,128,4,Black / Silver
cc325c28-b6ae-41bd-84f1-bf1faf7fe68f,Gigabyte Z590 AORUS ULTRA,349.0,LGA1200,ATX,128,4,Black
79666653-03f7-4dd0-9416-2d29162744b4,Gigabyte X470 AORUS GAMING 5 WIFI,,AM4,ATX,64,4,Black / Orange
d9ac6881-3d33-4a97-95c8-8bdd1c679e79,MSI H310M PRO-M2 PLUS,,LGA1151,Micro ATX,32,2,Black
b4705a3f-30e1-49cc-9971-eda1345d3090,MSI B150M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White
725067bc-f5f2-432a-a825-8e08a26de618,Asus ROG ZENITH EXTREME,,sTR4,EATX,128,8,Black / Silver
df0efbd4-5530-454d-8644-d6bd5c62a1ba,Gigabyte Z490 VISION G,,LGA1200,ATX,128,4,White / Black
089d1fb3-5da4-467a-8ca2-3505f6ec7769,ASRock B660M Pro RS/ax,,LGA1700,Micro ATX,128,4,Silver / Black
5eaa0e64-f0ad-416d-a6f8-3d60630e5285,Asus ROG STRIX Z590-I GAMING WIFI,400.99,LGA1200,Mini ITX,64,2,Black
94d7c10f-cee6-4c62-91bb-bb432788691d,Asus TUF GAMING Z590-PLUS,277.64,LGA1200,ATX,128,4,Silver / Black
af410771-08d5-4f58-b0b3-e60679a04727,Asus Z170-E,,LGA1151,ATX,64,4,Black / Silver
6351a9b8-21c9-4681-b1c0-ecb67e0fbf25,MSI Z370 GAMING PRO CARBON,,LGA1151,ATX,64,4,Black
73ba9719-143f-4c84-951c-c6bdffa3cd85,Asus ROG Crosshair VII Hero (Wi-Fi),,AM4,ATX,64,4,Black
5eea5d94-0f23-4c95-ac8a-fa7dd538c78b,Asus ROG STRIX Z490-F GAMING,,LGA1200,ATX,128,4,Black
6eec76b1-c612-4644-a245-5bbe35e4657b,Gigabyte B560 AORUS PRO AX,250.71,LGA1200,ATX,128,4,Black
01ae9fcb-a37a-4352-b60c-779d72851a46,Asus H110-PLUS,,LGA1151,ATX,32,2,Black / Gold
ebeb4c9a-ec48-4358-be8e-e0b94f67d367,ASRock AB350 Gaming-ITX/ac,,AM4,Mini ITX,32,2,Black / Red
786705d7-7d2a-46fe-bde6-ddb434adf0d6,MSI B450M PRO-VDH PLUS,,AM4,Micro ATX,64,4,Black
7ce3ecbf-8574-45aa-9344-79276b59233d,MSI MEG B550 UNIFY,439.99,AM4,ATX,128,4,Black / Silver
ee752ff2-9186-457e-8649-1498eb418bf4,Gigabyte X570S GAMING X,,AM4,ATX,128,4,Black / Silver
6e09d6f1-526c-4601-badb-b380944743f7,Gigabyte B560M DS3H,,LGA1200,Micro ATX,128,4,Black
ba4162d6-aea8-4926-961c-5a8160ea980a,MSI H110M Pro-VD,,LGA1151,Micro ATX,32,2,Black / Silver
af641c73-3de2-4626-879f-1f22e3c000c5,MSI X370 GAMING PLUS,,AM4,ATX,64,4,Black / Red
f6354cc6-dbd4-444f-9dfb-44781b16ad48,Asus ProArt B760-CREATOR,,LGA1700,ATX,192,4,Black / Copper
4e759ffe-92f2-4309-93be-af1d50855243,Supermicro MBD-X11SSL-F-O,404.48,LGA1151,Micro ATX,64,4,Black / Green
5481a5af-3da5-4fbc-b71a-2224d1846298,MSI MEG Z790 ACE MAX,,LGA1700,EATX,192,4,Black
222d8469-884c-4e1a-ab6f-f180aaf54024,Biostar H610MHP,,LGA1700,Micro ATX,64,2,Brown / Black
ada45d09-14e2-4282-aeea-b589cd2c271c,Asus ROG MAXIMUS VIII HERO ALPHA,,LGA1151,ATX,64,4,Black / Red
2e95e23b-f697-4c03-bc15-6d0ca3e539f3,Gigabyte B365 HD3,,LGA1151,ATX,64,4,Black / Silver
9bce79ff-3234-43d4-8964-1bb45b55715f,ASRock X370 KILLER SLI/ac,,AM4,ATX,64,4,Black / White
a0dc36fc-0806-4f43-a479-8b41007700c0,MSI B450I GAMING PLUS MAX WIFI,,AM4,Mini ITX,64,2,Black
a9ac1ddf-1a2f-45be-9368-2e4a7c577941,Asus PRIME B650M-A-CSM,166.72,AM5,Micro ATX,128,4,Silver / Black
108af716-2fc4-4283-98bc-2013beb26c8e,MSI X470 GAMING PRO,,AM4,ATX,64,4,Black / Red
6f84df6f-11d3-440e-9cf0-f5f2e01a269c,Gigabyte Z490I AORUS ULTRA,,LGA1200,Mini ITX,64,2,Black / Silver
688e9d53-0bb4-4452-bd0d-23440d974022,Asus PRIME H610M-D D4,125.77,LGA1700,Micro ATX,64,2,Silver / Black
3064c95d-e9e6-43ea-9355-926b5c7fb2c1,Asus X99-A II,,LGA2011-3,ATX,128,8,Black / White
b82c69c2-f789-42ae-9fda-595fe3eb7563,MSI MEG X570S UNIFY-X MAX,,AM4,ATX,64,2,Black
df3aeaee-149f-4cbc-971f-c40e80b6c8be,Asus PRIME B650M-A II,,AM5,Micro ATX,192,4,Silver / Black
23a461eb-f70e-4db8-9b64-37afd36872f1,Asus Sabertooth Z77,,LGA1155,ATX,32,4,Brown / Black
502d0d9a-5e29-448f-ac63-c7c35bf9a68a,MSI B250M GAMING PRO,,LGA1151,Micro ATX,32,2,Black / Red
496edff6-da51-466a-b5cd-0b75483ed991,Asus ROG MAXIMUS X HERO,,LGA1151,ATX,64,4,Black
15d2e8d5-63f8-4250-8557-96dcf1760c6f,MSI B450M PRO-M2,,AM4,Micro ATX,32,2,Brown / Black
d09f4d4c-99ee-407d-9386-5d9167e2af84,Gigabyte Z590 UD,213.68,LGA1200,ATX,128,4,Black
ff3c3772-fabf-42c6-a688-45eaec2e5e45,NZXT N7 Z590,,LGA1200,ATX,128,4,Black
93cc034f-74c2-43f0-9f75-e01f5962772a,Gigabyte GA-Z97X-SLI,,LGA1150,ATX,32,4,Black / Red
88d1805d-6215-4b49-a89c-21f18c925d51,Gigabyte Z690I AORUS ULTRA,,LGA1700,Mini ITX,96,2,Black / Silver
761ef894-11e4-47a2-a337-5b803e64538b,Asus ROG STRIX Z590-F GAMING WIFI,,LGA1200,ATX,128,4,Black / Silver
7e3ef72d-64f2-4536-8890-711308400204,Gigabyte Z590I VISION D,,LGA1200,Mini ITX,64,2,Black / White
512756fb-7f16-4cfa-be0e-8cb017a7bdef,Asus TUF B450-Pro Gaming,,AM4,ATX,64,4,Black
6c80e3f7-9bf8-401d-8f5f-0e49b929acc9,Gigabyte GA-AB350M-DS3H,,AM4,Micro ATX,64,4,Black
0a0820ec-cd46-4106-8f55-39bb84154ba5,MSI B450M BAZOOKA,,AM4,Micro ATX,64,4,Black / Silver
1adec9ee-e092-4df4-9d1c-598a35e3f72d,Gigabyte A520M DS3H AC,,AM4,Micro ATX,128,4,Black
405d1841-5c80-496b-a02c-dc98c03eada5,Gigabyte B560M D3H,,LGA1200,Micro ATX,128,4,Brown / Black
1f563f15-414a-4846-ad67-a5ac72247e2f,Asus H110I-PLUS,,LGA1151,Mini ITX,32,2,Black / Gold
5d48955a-2392-4216-b94c-3f5ab9c683f8,ASRock X299E-ITX/ac,,LGA2066,Mini ITX,128,4,Black
a27ed11b-21a9-4de5-b4ce-4fe50020b671,Gigabyte B660 DS3H AC DDR4,,LGA1700,ATX,128,4,Black
558a9b90-ca04-4b69-bad0-e259a9dd21bb,Gigabyte B760M AORUS ELITE AX DDR4,,LGA1700,Micro ATX,128,4,Black / Silver
32b6c2e3-d9ef-4b82-88e6-c9bcbe42d63b,Gigabyte GA-Z170X-Gaming 3,,LGA1151,ATX,64,4,Black / Red
581449d4-effc-431f-a0da-8d150055e234,MSI MAG B460M MORTAR WIFI,,LGA1200,Micro ATX,128,4,Silver / Black
e64b231b-d769-46c9-aba0-649b0c9b586b,Gigabyte B660M AORUS Pro DDR4,,LGA1700,Micro ATX,128,4,Black
22dbc6fc-8d27-43eb-b7a7-ca6cfa61af81,EVGA X299 Micro,296.38,LGA2066,Micro ATX,128,4,Black
bbbb4abb-ff95-4cd0-8ce7-e7b56dec5787,MSI H510I PRO WIFI,250.0,LGA1200,Mini ITX,64,2,Black / Silver
d69a6405-7c37-42b9-933a-0cc451fb9d90,Asus Maximus VI Hero,,LGA1150,ATX,32,4,
a0c090bc-a83b-4a69-80a7-b89d43c9fb5c,Gigabyte GA-AB350-Gaming,,AM4,ATX,64,4,Black / Red
8e85728e-b0ef-45b5-b7f5-f5f762782148,Asus P8Z77-V LX,,LGA1155,ATX,32,4,Black / Blue
4997e94b-686f-40d2-bb24-265014872c3c,Asus Q170M-C/CSM,,LGA1151,Micro ATX,64,4,Black / Gold
d25341ef-9f8e-4b03-8bcc-8ebbaf33a54f,Gigabyte GA-Z77X-UD3H,,LGA1155,ATX,32,4,Black / Blue
b0e5958f-f0ae-49c4-9e02-098425522160,Asus TUF Z390-PRO GAMING,,LGA1151,ATX,128,4,Black / Gold
2005e144-3737-4701-89c7-4cd9e0b95dee,Gigabyte X299X DESIGNARE 10G,,LGA2066,EATX,256,8,Black / Silver
3641093b-6189-4a5e-a929-196adb44727b,MSI PRO B760M-G DDR4,,LGA1700,Micro ATX,64,2,Black
8f9596a3-6615-4ca6-a106-a1676de88cc5,Asus STRIX B250F GAMING,,LGA1151,ATX,64,4,Black / Silver
8297c5f8-7a09-4e7f-ac6f-96ebca577a0f,Gigabyte B360 AORUS Gaming 3 WIFI,,LGA1151,ATX,64,4,Black / Orange
d6ca3806-bd77-47c3-a7dd-a830b5b36c9b,MSI B365M-PRO-VH,,LGA1151,Micro ATX,32,2,Black
4a742b20-6afd-41c4-83f8-37d27ba60147,Asus ROG STRIX B560-E GAMING WIFI,295.0,LGA1200,ATX,128,4,Black
209d83e8-0f89-4c4f-ae5b-edbfdf038ce1,MSI PRO B550-P GEN3,,AM4,ATX,128,4,Brown / Black
a8883b0a-3819-4cb7-b4bc-15afaaf71137,Gigabyte X299 UD4 Pro,,LGA2066,ATX,128,8,Black
26a6ea78-dcd9-4277-ab0c-196966458469,Gigabyte GA-Z170XP-SLI,,LGA1151,ATX,64,4,Black / Red
bcb96bbd-636a-4e34-abb1-af2eb26f2aad,ASRock X99 Extreme11,,LGA2011-3,EATX,128,8,Black / Blue
bc33516b-fdc7-45a0-af26-136d0a941e46,Gigabyte GA-Z170X-UD3,,LGA1151,ATX,64,4,Black / Gold
6fffa5d4-605e-4530-a963-730560859047,Asus MAXIMUS IX CODE,,LGA1151,ATX,64,4,Black
dc61afee-af80-476f-9c28-2e71c7f097a2,MSI MPG Z590 GAMING EDGE WIFI,,LGA1200,ATX,128,4,Black
81d39644-0602-43f4-abc2-4fb06353092e,Gigabyte Z370 AORUS Gaming 5 (rev. 1.0),,LGA1151,ATX,64,4,Black / Silver
49483147-2400-4215-b79f-69fd1f203e46,MSI Z370 SLI PLUS,,LGA1151,ATX,64,4,Black / Gray
d21d3f88-c245-42f6-a47e-582a4910be52,MSI B360M PRO-VDH,,LGA1151,Micro ATX,64,4,Black
c395de38-3dcb-4f00-beec-25e9ac8e45b7,Gigabyte B560 HD3,,LGA1200,ATX,128,4,Black / Gray
1fd4509f-7c65-4de1-8b98-f571ac398c3c,ASRock H670M Pro RS,139.99,LGA1700,Micro ATX,128,4,Gray / Black
b5fdb669-cab9-4905-a37a-0f15e6004105,Asus PRIME H410M-K,180.0,LGA1200,Micro ATX,64,2,Black
cd096f76-9cdb-4a36-99ab-d8d7d7d6e1aa,MSI H410M-A PRO,,LGA1200,Micro ATX,64,2,Black / Silver
bcf206e6-eed3-4b84-8484-92e27b891e1d,Asus B150M-A D3,,LGA1151,Micro ATX,64,4,Black / Gold
a19d6a3e-e3f3-48ba-8797-9ee1d803582b,Gigabyte GA-AX370M-DS3H,,AM4,Micro ATX,64,4,Black
53706901-c033-421f-b627-ca1ceaa9a684,Asus PRIME A320M-E,165.0,AM4,Micro ATX,64,2,Black / Silver
346db0a9-1f0a-476f-894e-04f5010b33ef,Gigabyte GA-H81M-DS2,,LGA1150,Micro ATX,16,2,Black
e0e5345c-ee7b-4ceb-b4db-7e08d47aab7d,Asus STRIX Z270G,,LGA1151,Micro ATX,64,4,Black / Silver
b3bffaa2-7693-468d-9a22-c91b70b68b8a,MSI B450M PRO-VDH,,AM4,Micro ATX,64,4,Brown
1eddbd80-c5b0-4a9c-a052-f220616baa51,MSI MPG Z790 CARBON MAX WIFI,,LGA1700,ATX,192,4,Black
d0432ab8-02fe-42b5-ba60-9fecf0f71aba,ASRock H310M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver
3277cc81-b0ea-4916-aceb-742270e884b0,Gigabyte GA-H270N-WIFI,,LGA1151,Mini ITX,32,2,Black / Silver
4570b7de-5839-4b9d-a036-0a5612153297,Asus P8Z77-V LK,,LGA1155,ATX,32,4,Black / Blue
26ae515d-2f4a-4021-90f8-6c12c0991bab,Gigabyte MW50-SV0,,LGA2011-3,ATX,256,8,Blue / Black
3e6d4fba-8a10-45c5-a3dc-b6d581fc24b6,Gigabyte GA-78LMT-USB3 R2,,AM3+,Micro ATX,32,4,Black
1b7acd9f-1f45-40f7-bfde-c28318d8d584,NZXT N7 Z390,,LGA1151,ATX,64,4,White / Black
7de37925-cbb1-48e5-87f0-13d9e510ba16,Asus PRIME Z370-P II,,LGA1151,ATX,64,4,Silver / Black
76fe1c26-3382-455d-b078-9a3b67bf7333,Colorful CVN X570M GAMING FROZEN V14,,AM4,Micro ATX,128,4,White
62c8e53f-53d0-491b-829b-1593e93b2764,Gigabyte H410M S2 V3,,LGA1200,Micro ATX,64,2,Black / Gray
c3ab0706-b459-4723-bf01-da74cc29e102,Gigabyte X570S AORUS ELITE,349.0,AM4,ATX,128,4,Black
ce1c2507-e42a-48b5-8322-4e453e0252be,MSI B350M MORTAR,,AM4,Micro ATX,64,4,Black / Red
690e3e18-3790-48b8-bf1f-587624755727,Asus H170 PRO GAMING,,LGA1151,ATX,64,4,Black / Red
802dc66b-241f-4c17-9848-6a1c9e4174fe,ASRock H110M-DGS,,LGA1151,Micro ATX,32,2,Black / Orange
264d353f-b750-4167-9300-0d5c22bcc9b3,ASRock X470 Master SLI/AC,,AM4,ATX,64,4,Black / Silver
114e5e6f-eedf-4304-9db7-d0894813d5e7,Asus ROG MAXIMUS XI HERO,,LGA1151,ATX,128,4,Black / Silver
e040e794-4d3c-4f2b-878e-3f0e38cd1db2,ASRock X399D8A-2T,,sTR4,ATX,256,8,Green / Blue
4b134012-cec2-421f-bf76-6973e065d0b9,Asus Pro B650M-CT-CSM,150.57,AM5,Micro ATX,192,4,Green / Black
e358ca0f-c2c3-4d46-a705-75457ca5d055,Asus PRO H610M-CT D4-CSM,105.99,LGA1700,Micro ATX,64,2,Green / Black
b50904dd-66ff-4ffa-8b5b-62e1a5fccfac,Gigabyte H510M K,,LGA1200,Micro ATX,64,2,Black
50d72ca8-f027-4b11-ae9e-a63fbfc5d4bf,Gigabyte GA-990FXA-UD3,,AM3+,ATX,32,4,Black / Silver
a0f9e69b-1075-4ef0-bbb2-b8d6e857a622,Gigabyte GA-Z97X-Gaming 3,,LGA1150,ATX,32,4,Black / Red
7b8db2cf-47b6-46e2-aa2b-583346688c95,Asus X99-A,,LGA2011-3,ATX,64,8,Black / Silver
2e4fae80-97b9-46e2-afa6-6e2f99caaf79,ASRock Z390 Phantom Gaming-ITX/ac,,LGA1151,Mini ITX,64,2,Black / Silver
0307cac9-af1a-4ef1-914b-8aeaa5662bf2,Asus ROG STRIX B560-F GAMING WIFI,,LGA1200,ATX,128,4,Black / Silver
0e872417-b4f1-42e5-bcee-e6d07c02657a,Asus TUF GAMING B450M-PRO S,,AM4,Micro ATX,128,4,Black
4367a019-d71a-4d07-981f-7175e5061214,Asus H61M-K,,LGA1155,Micro ATX,16,2,Black / Blue
ca2a25d5-e655-4f1f-80b0-0b23bc27b8a6,Gigabyte X299 DESIGNARE EX,,LGA2066,ATX,128,8,Black / Silver
f6886e25-d130-4d98-9f03-3618abce7b1e,Gigabyte TRX40 AORUS PRO WIFI,,sTRX4,ATX,256,8,Black / Orange
4a7a87aa-fb45-4e6d-aa8a-571b1775c815,MSI PRO H610M-E,,LGA1700,Micro ATX,96,2,Black
aa7c5d54-f6c9-47a6-b930-7ee98f60a9f5,MSI PRO Z790-P DDR4,,LGA1700,ATX,128,4,Black / Silver
c7bf1f40-0f06-4c9f-be8d-857c64e3468a,MSI Z270 GAMING M5,481.49,LGA1151,ATX,64,4,Black / Silver
bd62fcd6-72f5-4385-ae84-38f1a15e6700,Asus H81M-PLUS,,LGA1150,Micro ATX,16,2,Black / Gold
a3aa9f66-154d-41f3-91c9-f34a7d91f87b,Gigabyte GA-F2A78M-HD2,,FM2+,Micro ATX,64,2,Black
d9f7c1d8-ec87-4bba-bbac-4e7e8c647357,Gigabyte X470 AORUS GAMING 7 WIFI,,AM4,ATX,64,4,Black / Orange
9fd1a0f3-87d7-466c-b0e1-f065fb220221,ASRock X570D4U-2L2T,415.99,AM4,Micro ATX,128,4,Green / Silver
be82e6db-f228-4216-8c44-a9d86053d205,Asus PRIME Z590M-PLUS,256.22,LGA1200,Micro ATX,128,4,Silver / Black
87459955-75ea-44b2-b63d-e9e209e6d96b,Biostar B560MX-E PRO,,LGA1200,Micro ATX,128,4,Brown / Silver
a46ffbf3-328d-44b6-8570-f2cf66735e42,MSI X79MA-GD45,,LGA2011,Micro ATX,64,4,Black / Blue
9acdccb1-53a4-4180-88a7-6b4737a0fde3,Asus Q87M-E/CSM,,LGA1150,Micro ATX,32,4,Black / Gold
fdbcf5f8-c5b9-4215-8952-2db7eed9f76e,MSI MEG X570 GODLIKE,,AM4,EATX,128,4,Black
6f3576fc-cca1-4bb1-8f1e-1433af8d15fa,EVGA Z690 DARK K|NGP|N,,LGA1700,EATX,64,2,Black / Gold
a7268c6c-bb7b-480e-9e53-53f049d763ad,ASRock H510M-HDV,,LGA1200,Micro ATX,64,2,Silver / Black
86e7c816-ba49-4262-ad80-76201d4fe893,Gigabyte B550 AORUS PRO,,AM4,ATX,128,4,Black / Orange
5d0ddb7d-3fcc-474e-af03-af01ad1b25c9,MSI TRX40 PRO WIFI,,sTRX4,ATX,256,8,Black / Silver
563737fd-069d-491a-8af3-0745734d3e0a,NZXT N7 Z490,,LGA1200,ATX,128,4,White / Black
88ac9aac-4151-4248-9cb2-3573eb5d61d3,MSI MAG B460 TOMAHAWK,,LGA1200,ATX,128,4,Black / Silver
6299992a-a7ef-4b50-a10b-1688a1f878e3,ASRock 970A-G/3.1,,AM3+/AM3,ATX,64,4,Black / Red
b33327a2-3c71-459f-b97b-6086b06ea5f2,ASRock X470 Taichi,,AM4,ATX,64,4,Black / Silver
60c02e69-4f2e-4ddd-aa8a-190b49fca78d,ASRock Z590 Steel Legend,,LGA1200,ATX,128,4,Silver / Black
6a667408-071d-4cc3-afbc-1c50f2141f7a,MSI B550M PRO-VDH,,AM4,Micro ATX,128,4,Black
4d17edba-ea56-4d7b-bf7b-cfaa78e662b7,ASRock B560 Pro4,,LGA1200,ATX,128,4,Silver / Black
c98a89f8-b179-4371-a519-2adc4fd08748,Asus STRIX Z270H,,LGA1151,ATX,64,4,Black / Silver
f8793deb-27f4-4d39-8648-c01183897c77,Gigabyte B660M GAMING DDR4,,LGA1700,Micro ATX,64,2,Black / Red
93610dfb-cdb8-4485-ba9d-817de1dd2a27,MSI MEG Z490 UNIFY,350.0,LGA1200,ATX,128,4,Black / Silver
2b1d5dff-fe40-4a69-acc2-bae86ca71cc2,Gigabyte X570S UD,,AM4,ATX,128,4,Black / Gray
6e8b2b9a-14fd-46d1-bee2-9d3f02f4e869,Asus Prime A320I-K,,AM4,Mini ITX,32,2,Black
1363bede-0690-49f0-b930-3c554b683a29,MSI MAG B660 TOMAHAWK EVA e-PROJECT,,LGA1700,ATX,192,4,Purple / Black
84c669ef-b507-43c5-b2c9-8a7d0eb6375e,Asus M5A99FX PRO R2.0,,AM3+,ATX,32,4,Black / Blue
f4238ce1-01af-493c-83a8-cfb0eaa0185c,Gigabyte GA-B150M-D3H,,LGA1151,Micro ATX,64,4,Black / Silver
54901e36-0b72-4df8-80d8-647245eb3b89,ASRock TRX40 TAICHI,,sTRX4,ATX,256,8,Black / Silver
25b19fb9-9da8-4366-a80e-76fff8106a03,Gigabyte Z790 AORUS TACHYON,,LGA1700,EATX,96,2,Silver / Black
bf513323-73af-4893-96ac-534bc9880654,Asus M5A97 LE R2.0,,AM3+,ATX,32,4,Black / Blue
10bf7aaf-9d51-4aaf-9a56-98770fe9a50b,ASRock Z590-C/ac,,LGA1200,ATX,128,4,Black
984bb85c-5439-407d-91b2-3c27423f89ba,Gigabyte B460M DS3H,,LGA1200,Micro ATX,128,4,Black / Silver
6a34c3be-c41d-41c2-9b95-77dfe1dd32e4,Asus P8H61-M LX3 R2.0,,LGA1155,Micro ATX,16,2,Black / Blue
06ab19d9-6203-487a-bf09-16a99fa7666f,MSI H110M PRO-D,,LGA1151,Micro ATX,32,2,Black / Silver
1b0a691e-21ba-4bff-845b-37c2b69676c5,MSI Z270 PC MATE,,LGA1151,ATX,64,4,Black / Silver
de9b10cf-b60f-4408-8948-6c87935d41a0,ASRock Z590 Taichi,428.44,LGA1200,ATX,128,4,Black / Silver
1a27c144-7be5-4652-ac2a-e19019a4045d,MSI MAG B760M MORTAR MAX WIFI,,LGA1700,Micro ATX,192,4,Silver / Black
612791f2-0872-4df6-be43-5472d8ae155c,Gigabyte Z390 M GAMING,,LGA1151,Micro ATX,128,4,Black / Red
6735221b-831c-4ccf-94f7-921c11b496c4,Asus P7H55-M Pro,,LGA1156,Micro ATX,16,4,Black / Blue
bad4880f-4fa8-4528-9fd2-ea02e9cf348d,Asus H110M-C/CSM,,LGA1151,Micro ATX,32,2,Black / Gold
