id,display_name,price,type,efficiency,wattage,modular,colour
c6e2b8de-d572-4880-8c0c-956782c8f437,EVGA SuperNOVA 650 G6,125.47,ATX,gold,650,Full,Black
fc050adb-bf80-4abf-a2f5-3ba6f532bca8,Phanteks Revolt X,,ATX,platinum,1200,Full,Black / Silver
cb7023fd-0651-4201-83f2-afc4b44e6454,Razer Katana Chroma,389.99,ATX,platinum,1200,Full,Black
3179c9f2-b1fc-4960-819b-dbbd25e8a996,NZXT C750,,ATX,bronze,750,Semi,Black
a36ad62f-a021-4cfe-a19d-222d15b3a833,Corsair RM550x,229.93,ATX,gold,550,Full,
d5c5845d-6c6a-4d54-b305-b7b00bbed4bb,Deepcool PX-G,128.47,ATX,gold,850,Full,Black
d2e78ef7-5986-4378-b67b-0f272e9d9d7c,Cooler Master MWE Bronze V2,,ATX,bronze,600,False,Black
e9c165a8-1c93-451e-b166-7479f433c330,Thermaltake Toughpower SFX,204.98,SFX,gold,1000,Full,Black
4d0ef47d-4132-4add-9f87-f56060c5e271,Corsair CX750 (2017),94.99,ATX,bronze,750,False,
c884c367-7143-4f26-bdc2-ac7bee10f184,be quiet! Straight Power 11,,ATX,platinum,650,Full,Black
8e287224-10d9-4a37-836e-a5f4e96ffe6a,Fractal Design Ion SFX 500G,,SFX,gold,500,Full,Black
de9d08c3-59f1-4b9e-83eb-e6a1cf135752,SeaSonic PRIME PX,,ATX,platinum,1000,Full,Black / Silver
1f9a5444-3414-4bdc-b959-8f93a6a2794a,Corsair CX650 (2017),,ATX,bronze,650,False,
5ee83477-594a-4c45-abc9-fadd17859afa,Logisys PS480D,16.98,ATX,,480,False,
b6103e2b-8d7c-4e37-b069-b85b4d85de7e,Super Flower Leadex Platinum SE,164.99,ATX,platinum,1000,Full,White
dcd0f461-312f-48e1-94e5-c9304522f992,SHARKOON SilentStorm Cool Zero 650,136.38,ATX,gold,650,Full,Black
ecc989e1-a5a2-4d3d-b0a1-9ef64f969674,Fractal Design Ion+ 2 Platinum,547.0,ATX,platinum,760,Full,Black
75ddfc1c-fc13-4bf8-810d-3978d5a45f1c,Thermaltake Toughpower GF A3 - TT Premium Edition,217.0,ATX,gold,1200,Full,Black
3ff29877-f9ad-4e2a-af62-099931920512,Corsair AX850,499.94,ATX,titanium,850,Full,Black / Silver
b872b111-f1be-4b52-8e5e-3eb9cf0dc3c9,be quiet! Pure Power 11 CM,114.89,ATX,gold,700,Semi,Black
a71fb56e-a36b-4d0e-aa38-260a033d09d3,Thermaltake Toughpower SFX,144.99,SFX,gold,850,Full,Black
4820f35d-b5b8-4de5-a63e-dc4007025432,SeaSonic FOCUS GX-750 ATX 3.0,149.99,ATX,gold,750,Full,Black
cbf3f9b0-e530-4fdf-a7ac-dba80de9d17b,SeaSonic Prime Fanless PX-500,291.0,ATX,platinum,500,Full,Black
4a356232-089e-4396-b949-b10c4d60b96e,GameMax RGB Rainbow,,ATX,gold,1050,Full,Black
3b9161d5-0398-45e1-83ca-c3aae399e1a3,Corsair CX450 (2017),113.94,ATX,bronze,450,False,
7ab05c33-9870-4caf-b2aa-005be47543eb,Silverstone Strider Platinum S,238.99,ATX,platinum,1200,Full,Black
b2e45771-61f8-4559-8a43-01e8a602e2c3,"FSP Group Hydro PTM X PRO,Gen5",183.3,ATX,platinum,1000,Full,Black
0faa3e93-5b26-41e9-87af-5e3010cc8fb5,EVGA SuperNOVA 1000 G3,399.99,ATX,gold,1000,Full,
7edaa3d9-3c0c-48fe-941d-0ae6fbb5b04d,EVGA 500 B1,,ATX,bronze,500,False,
59ba7662-c8d7-4aae-b0d5-dfa18ab7f8ba,Segotep GM,,ATX,gold,850,Full,Black
1921d871-1a43-40ab-9428-c517393e0f3b,Super Flower Leadex V Platinum Pro,164.99,ATX,platinum,1000,Full,White
6a44dd75-9d4f-412f-9476-99dce0f04a5f,Corsair HX850i,396.0,ATX,platinum,850,Full,
f35cbcd5-fb63-469a-a7e0-4ae5fcb7bf26,Cooler Master MWE Gold 750,,ATX,gold,750,Full,Black
5518a0f8-37be-4a73-83c3-6bcaeecc288e,Corsair CX650F,,ATX,bronze,650,Full,White / Black
18ed6472-5cee-4ba3-8c3e-535240d86448,Phanteks Revolt SFX,153.36,SFX,gold,750,Full,Black
76579071-ceec-4518-9e8d-92362c3068e3,Cooler Master MWE Bronze,85.85,ATX,bronze,500,False,Black
177cb83b-0ec1-492c-b603-b92b03f65f67,SeaSonic PRIME TX-1300 ATX 3.0,,ATX,titanium,1300,Full,Black / Silver
3de1c134-fe8b-4139-9d5f-1ea086ebf016,Silverstone DA650 Gold,,ATX,gold,650,Full,Black / White
d35d2f1c-2165-4aae-b655-ad7385d9d1a4,Super Flower Leadex Titanium,239.99,ATX,titanium,850,Full,Black
f146228b-6623-4fbe-869e-80c8098cc31c,Gigabyte P1000GM,,ATX,gold,1000,Full,Black
9d06f5be-d286-4272-9358-fd23da48079b,SeaSonic FOCUS Gold,,ATX,gold,750,Semi,
aa2d988f-991f-4667-bdb7-d8c06c8d3aec,Thermaltake Toughpower GX1,83.56,ATX,gold,600,Semi,Black
c6721f5a-8a1e-48ba-9c2d-87e2a2d48c89,Antec NE850G M ATX3.0,139.99,ATX,gold,850,Full,Black
983b81dc-254c-4a53-9394-3474f2d8e969,Thermaltake Toughpower GF2 ARGB,89.99,ATX,gold,750,Full,Black
386b44fd-a749-4759-9d70-fda8e09e58c7,Super Flower Leadex VI Platinum PRO,219.99,ATX,platinum,1000,Full,Black / Blue
f8ed8d55-708d-4982-9106-b92f65ec8f35,Silverstone Strider Titanium,355.99,ATX,titanium,1300,Full,Black / Blue
783163f6-9b4b-43aa-af6b-ba44628d294d,SeaSonic B12 BC,,ATX,bronze,850,False,
b76b4b52-8c14-4ade-9631-ad01e834366d,EVGA 600 B1,191.99,ATX,bronze,600,False,
50858caa-cd20-4d01-a18a-a0ecaa577283,Asus ROG Strix,,ATX,gold,550,Full,Black / Red
1e0572f0-5e3b-4d51-8379-886bfd9d307a,Thermaltake Smart RGB 230V,186.06,ATX,plus,500,False,Black
71cad6d1-c511-4817-b612-d04440a11b86,Corsair VS650,,ATX,,650,False,
be2d076c-e166-49c0-87a6-e882e7861b98,SeaSonic PRIME 1300 Gold,281.99,ATX,gold,1300,Full,Black
83d05e88-6425-45d2-9dc2-b8c5e352e41a,EVGA 1000 GQ,327.99,ATX,gold,1000,Semi,
bce0123b-8803-4ee1-b190-19f12f3f1c2d,Cooler Master V550 SFX GOLD,114.99,SFX,gold,550,Full,Black
bc50fd4c-a5d7-485f-a2e9-f0654fbcd704,Corsair CX430,,ATX,bronze,430,False,
1d54882e-358f-4d4b-82cc-3c001951ad14,Cooler Master V SFX Gold ATX 3.0,163.99,SFX,gold,850,Full,Black
fd381686-c1e1-4d54-8e10-9326173d1060,"FSP Group Hydro PTM X PRO,Gen5",199.99,ATX,platinum,850,Full,Black
b0f7d1af-cf90-4afc-bfd5-d68273e24cf6,SeaSonic FOCUS SGX,,SFX,gold,500,Full,Black
55cd0323-1248-4c68-90c5-920d5ea54251,FSP Group Dagger Pro,134.99,SFX,gold,650,Full,Black
c5dd5ab5-456d-4e1f-af90-455ddaa5407c,EVGA SuperNOVA 850 G7,,ATX,gold,850,Full,Black / Blue
4f4eb539-444f-4d46-b2a7-1a2ff34cae5d,EVGA SuperNOVA 1300 P+,450.58,ATX,platinum,1300,Full,Black
c537e629-7051-46ca-80a6-81f3f210f9cb,FSP Group Dagger Pro,149.99,SFX,gold,750,Full,Black / Gold
8acde603-a156-4aed-89b4-bd6cfb0f4c34,Corsair TX850M Gold,316.72,ATX,gold,850,Semi,
ebc76bf4-44fa-40a2-8b05-b5f75f4a82b3,FSP Group Hydro G Pro,,ATX,gold,650,Full,Black
7cc47031-548d-427a-9f0e-a5efaaea9010,ADATA XPG CYBERCORE,189.99,ATX,platinum,1300,Full,Black / Silver
cb1c6890-c17d-4898-b806-4b5c0ee92ee4,Deepcool PF400 230V,,ATX,plus,400,False,Black
a3170705-a503-4fa6-b7bf-28c7033c76e5,Corsair RM1000,396.0,ATX,gold,1000,Full,
25a6c53e-a0fc-4558-89b6-fff6fe5dc2d2,EVGA SuperNOVA 1300 G2,,ATX,gold,1300,Full,
549b3171-1344-4d18-ada6-968edaa5d95d,Mars Gaming MPII650,,ATX,,650,False,Black / Red
13b1c35c-d77f-44a0-aab9-23016c0e686a,Super Flower LEADEX VII XG,209.99,ATX,gold,1000,Full,Black
cf212df6-1683-4eaa-bf2d-7b489a8dd398,Cougar GEX,135.0,ATX,gold,850,Full,Black
adc4b56b-f404-473d-aea4-8279e0dd41e9,EVGA SuperNOVA 650 G1,218.49,ATX,gold,650,Full,
a4fce62b-d692-4842-85ba-696d8835cd78,Deepcool PK700D,,ATX,bronze,700,False,Black
9d2955c2-761f-4d05-8d43-9018faba6fac,KOLINK Classic Power,,ATX,bronze,600,False,Black / Red
5ef9fd46-49bb-4ad4-acf9-78c99a16c487,NZXT C550,,ATX,bronze,550,Semi,Black
45be7ec5-7101-4ead-bb8b-1e5a99268d11,Corsair AX1500i,,ATX,titanium,1500,Full,
3442507e-126b-43db-891b-88802fa735ec,Thermaltake Litepower,,ATX,,550,False,
c3190f15-2263-4568-9bb0-994e49db83a1,Silverstone HELA 850R,216.46,ATX,platinum,850,Full,Black / Silver
38540732-a267-477e-b09b-3218d95f477e,Gigabyte UD1000GM PG5,129.99,ATX,gold,1000,Full,Black
3c79344d-468b-440f-8b33-b8eac75ec37b,Silverstone Strider Platinum,150.0,ATX,platinum,850,Full,
48171262-edf1-4f03-b1d7-6ac796d2fc8b,Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,650,Full,Black
88bdebdb-263a-4cb3-b2d8-322bf5a2a5ed,NOX Hummer,83.39,ATX,bronze,650,Semi,
83fc53ca-2c43-4ad4-ac7b-57b6143e473e,Chieftec GPS-600A8,,ATX,plus,600,False,
a8fc1c49-b9ec-4174-a355-9b8b6b83b869,Corsair AX860,,ATX,platinum,860,Full,
3f892fd5-7f78-481e-823e-928235cd97d2,Thermaltake Smart BM2,,ATX,bronze,750,Semi,Black
3934d54e-f8b1-415f-93bb-ba29c3909c3c,Antec NeoECO Gold,177.78,ATX,gold,750,Full,
227e25bf-3f11-490a-9da7-c0a29fc762d0,be quiet! Straight Power 11 1000W,299.8,ATX,gold,1000,Full,
07776c39-3dd0-451a-bfe5-299ed2034149,Corsair CX550F,180.43,ATX,bronze,550,Full,Black
0ee84611-0fd8-4e7a-8665-cb8cd91f7375,Corsair HX750i,436.94,ATX,platinum,750,Full,
1eea3020-71cf-4720-ae45-f9fa0cdd5d71,Corsair CS650M,299.99,ATX,gold,650,Semi,
4a00e5b2-c885-479c-9afc-e809df323eab,Asus TUF Gaming B,,ATX,bronze,550,False,Black
e91dfc56-6b18-4f79-a311-9c2e0d4ea3ff,SeaSonic CORE GM,163.44,ATX,gold,500,Semi,Black
db42f999-0f9b-4411-8247-85f1142b0fbe,PowerSpec PS 650GSM,,ATX,gold,650,Semi,Black
30c2d6be-d7f5-49a3-a207-61c8d67e26f5,Aerocool Integrator MOD XT,,ATX,bronze,750,Semi,Black / Red
35b9a072-7bf8-4d0a-b861-4badf6e59b7f,In Win IP-S200DF1-0,52.02,TFX,,200,False,
18078182-7702-447a-b6fb-95400796c0c6,EVGA SuperNOVA 750 P2,,ATX,platinum,750,Full,
1b27bb62-9f0f-4f08-b827-015efb0a7913,be quiet! Pure Power 11 FM 1000,,ATX,gold,1000,Full,Black
c76c9300-34c9-452f-9bba-cf15f47ea0b6,SeaSonic M12II EVO,,ATX,bronze,520,Full,Black
796929c8-bf85-4dd0-b82e-219b34d08583,iTek GF750 EVO,,ATX,gold,750,Full,Black / Red
e5d8b376-ccfb-4496-8ae7-9ad92b78b7e3,Corsair CX550M (2021),,ATX,bronze,550,Semi,Black
86991fed-04b9-46c1-96a4-7f2a8c0e3d7b,Thermaltake Toughpower PF3,,ATX,platinum,1200,Full,Black
c1e30c6f-5017-4b81-a973-1237bd913643,Inter-Tech Argus APS,,ATX,,720,False,Black / Orange
20a3a205-fbab-42cc-a597-67d6989bd467,EVGA 750 B5,,ATX,bronze,750,Full,Black
baa8ce8b-b4ae-410c-b957-6951c7f58ad4,Thermaltake TR2 S,163.94,ATX,plus,600,False,Black
bcac4c65-0a75-4bc5-80a4-db24f3e7778a,SeaSonic CORE GM,,ATX,gold,650,Semi,Black
c0d989b1-dfe2-47c3-9c8f-a61d947cbf40,Deepcool PF700 230V,,ATX,plus,700,False,Black
0e3b8d7d-c48c-40dc-b75d-382c4035cfcb,EVGA SuperNOVA 850 G+,,ATX,gold,850,Full,
862783a4-bb72-4173-a896-560a02a0f2ed,ARESGAME AGK,,ATX,gold,850,Full,Black / Red
ad30e6ac-f60d-4923-8d7f-62f8805c8a32,Deepcool PK600D,,ATX,bronze,600,False,Black
3da707ba-0590-4b14-bbb1-d2088e0927dc,Silverstone SFX,153.25,SFX,platinum,700,Full,
1a027c61-3039-4d22-9235-6e7c1c30fca5,Chieftec GPS-700A8,,ATX,bronze,700,False,Black / White
d3c83ceb-4f5f-40cf-b6f9-8884c8f2c8bf,Silverstone Essential,74.98,ATX,gold,550,False,Black / Yellow
87437a24-1f1d-4937-9d08-4ab6fa2c1f9c,Fractal Design Ion+ 660P,,ATX,platinum,660,Full,Black
ddef439b-f6f4-4eae-95e3-0c7fe101ef7a,be quiet! Dark Power 12,,ATX,titanium,1000,Full,Black
ee78dfc9-f379-4f57-a5a2-d8de8812fcc7,SeaSonic PRIME 600 Titanium,,ATX,titanium,600,Full,Black
74d0b31e-8afb-4194-a061-38ab2e74f993,Silverstone SX750-PT,,SFX,platinum,750,Full,Black
8a5b7eba-ae3a-4ab5-a5fe-ef7ce6e1d7c9,EVGA SuperNOVA 750 P5,,ATX,platinum,750,Full,Black / Teal
d4dca268-a564-4edb-a06b-4089470714cd,Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,650,Full,
95b37106-2cc4-4806-973d-812fec9549ca,Corsair AX1200,,ATX,gold,1200,Full,
f36c3556-1c53-45de-9f0d-783e79ef9abe,SeaSonic PRIME,162.99,ATX,gold,850,Full,Black
46faac5f-d900-407b-83e0-6f43643698bd,SeaSonic SSP-300SUG,84.44,Flex ATX,gold,300,False,
eef817bc-001e-4db1-a4ee-0152580ecd21,SeaSonic FOCUS Gold,114.98,ATX,gold,650,Semi,
ea735bca-3030-48ff-a389-88141c852945,EVGA 450 BT,,ATX,bronze,450,False,
b7b2ef68-e8eb-4739-9d9c-68485c002247,ARESGAME AGT,,ATX,gold,1000,Full,Black
bdb8ff5f-40f6-48ea-bea5-6c2a0e536529,Silverstone TX700-G,179.05,TFX,gold,700,False,Black
8014ad4e-1c23-4de0-8f52-20b6607e3fa4,Thermaltake Toughpower PF3,,ATX,platinum,1050,Full,Black
770e0603-76f4-4f53-99da-a5113f1985fe,Antec VP PLUS,,ATX,plus,700,False,Black
5685f56b-cfd0-4106-84ee-0288283244f8,Cooler Master V750 Gold V2,,ATX,gold,750,Full,Black
c518574c-e9b2-46bd-86b0-c90f12b75cbf,FSP Group FSP300-60LG,148.02,Mini ITX,bronze,300,False,
e903eaa6-a463-41bb-a727-16896a543d36,EVGA SuperNOVA 750 G+,,ATX,gold,750,Full,Black
363e9764-e3c3-41a5-81a7-9e51e2dd22a8,Phanteks AMP,,ATX,gold,1000,Full,White
aaf5b4a9-13eb-481e-b5dd-b03c51a88ae4,In Win P75F,,ATX,gold,750,False,Black
6cf97e2b-4b08-4f90-bec9-8708909d8219,EVGA SuperNOVA 850 P5,,ATX,platinum,850,Full,Black / Teal
a4933155-d7f7-408c-b806-0b42705e4b11,NZXT E850,149.99,ATX,gold,850,Full,Black
19b0f201-0bdc-4ef4-9363-e946f9808735,Antec NeoECO Gold,,ATX,gold,850,Full,
1c0c4c90-0823-41bf-9e4a-a336a0e37e3c,Corsair RM650,223.29,ATX,gold,650,Full,
f032fda0-59f3-49c2-978f-bb703a8df6a2,NOX URANO TX,,ATX,,850,False,
d980e169-895a-4415-a1c9-f0b431a972e8,Thermaltake Smart Pro RGB,,ATX,bronze,850,Full,
45fee95f-9141-46b3-aba0-13b9a54e3879,SeaSonic PRIME PX,164.99,ATX,platinum,750,Full,Black / Silver
88b5aaa4-e443-4125-9992-620807ab8328,Thermaltake Smart Pro RGB,104.99,ATX,bronze,750,Full,
ab015fec-04bc-44b9-a446-00505c893c5e,Silverstone FX500-G,,Flex ATX,gold,500,False,Black
98f0ec1c-db59-4ffb-ac98-acbe7e3a0654,Corsair GS800,299.99,ATX,bronze,800,False,
95a41d5e-5f87-4a22-8932-08f5b9177460,Super Flower Leadex III ARGB,199.99,ATX,gold,850,Full,White
0794599f-b444-4449-97c6-56a8d46d3cda,Xilence XP600R6,110.57,ATX,,600,False,Black / Red
a23773f4-f135-4171-a830-744a86a35fb7,EVGA SuperNOVA 550 GA,,ATX,gold,550,Full,Black
20b3570a-3870-4d14-8749-2b9f1ff61f9d,EVGA SuperNOVA 650 G7,104.99,ATX,gold,650,Full,Black / Blue
969f5972-7146-4256-b6dc-a36a5909df3d,Thermaltake Smart RGB,,ATX,plus,600,False,
95607dc9-0f0d-4e11-84b1-138174eb3410,SeaSonic FOCUS,,ATX,gold,750,Semi,Black
9638ca45-b0ce-4379-a0d1-805c2630251b,Silverstone Strider Platinum S,212.99,ATX,platinum,1000,Full,Black
7f3cdd7d-050c-4d13-a59e-4a6d09ef8adc,Razer Katana Chroma,279.99,ATX,platinum,850,Full,Black
866f1736-c3fc-48d6-b9c3-db932a4e77ac,SeaSonic B12 BC,,ATX,bronze,550,False,
9cacda1d-832d-48eb-9f61-84cc3d01c722,Corsair CX430M,195.99,ATX,bronze,430,Semi,
abad3d4a-cb9c-48b0-82e6-1b39cc4f7681,EVGA SuperNOVA 1000 T2,,ATX,titanium,1000,Full,
e43dd9db-aacc-4a29-8eaa-106a1745c360,Cooler Master V650 Gold V2,,ATX,gold,650,Full,Black
2c96f218-9876-4556-8349-9af7f2eaf5a9,Gigabyte UD1300GM PG5,229.99,ATX,gold,1300,Full,Black
991a649c-2634-496d-b12c-3393b7dec01e,EVGA SuperNOVA 1200 P3,597.9,ATX,platinum,1200,Full,Black / Silver
a70ccca1-5c11-4fd7-9894-9692a4b81192,Corsair TX650,292.99,ATX,plus,650,False,
53fad95b-7410-4345-99f8-ea65defbac61,FSP Group Hydro G Pro,,ATX,gold,750,Full,Black
ac6c66f9-a5b8-40b3-a56c-c784de73becc,GAMDIAS KRATOS P1 G,84.99,ATX,gold,750,False,Black
733824d5-856b-4640-98fa-7bca2fe28fb6,EVGA SuperNOVA NEX650G Gold,,ATX,gold,650,Full,
6d6bf068-16d4-4a72-ab81-f4555ac88fa9,EVGA SuperNOVA G FTW,199.99,ATX,gold,1000,Full,Black
6e5b5d5b-bc54-49cc-82b4-a3926658fcc9,SeaSonic PRIME TX-750,369.0,ATX,titanium,750,Full,Black
db8296cf-0284-44b4-9e3f-c64e578fe8d7,EVGA 700 BQ,,ATX,bronze,700,Semi,Black
776d756e-0930-4ca3-84df-58504d1ffd38,Cooler Master MWE Bronze 650,,ATX,bronze,650,False,Black
d15eeb80-5686-4001-96dc-4fdb9b780276,Super Flower Leadex VI Platinum PRO,129.99,ATX,platinum,850,Full,Black / Blue
010482d4-94ca-4162-8abf-355bc9e22bf6,Corsair AX760,,ATX,platinum,760,Full,
dbe3625f-77f1-4520-be60-12b216cfbebc,SeaSonic VERTEX PX-850,239.99,ATX,platinum,850,Full,Black / Silver
60f361ad-e7e1-4e0a-a55d-931aa22d5165,Thermaltake Toughpower,,ATX,gold,650,Semi,
98158a80-7940-4b9b-b830-486c45672a97,be quiet! Straight Power 12,379.9,ATX,platinum,1500,Full,Black
c27da462-66c1-4f89-ab5c-63b6b8db5a19,Thermaltake Toughpower GX1 RGB,,ATX,gold,700,False,Black
4d2d3efc-69ed-4708-88cf-ea2093c78999,Corsair CS750M,,ATX,gold,750,Semi,
cb9e9c56-4b22-42fe-85e7-29734bdf5040,Corsair TX750,,ATX,plus,750,False,
3265372c-067a-4ea2-a60f-c89d62ecc42f,Azza PSAZ-650B14,,ATX,,650,False,
71207526-453f-4891-979b-144616e2de7b,Asus ROG Strix Aura Edition,199.99,ATX,gold,850,Full,Black
6a166b2c-adeb-46c1-9b82-0a54b82b61d9,be quiet! Straight Power 11 550W,109.0,ATX,gold,550,Full,
2c47f284-09b2-486d-8bb0-5c0c52de9a78,Antec High Current Gamer Gold,162.88,ATX,gold,750,Full,Black
f433155e-4b58-4e4c-b392-991087e28d21,Thermaltake Toughpower GF1 ARGB,,ATX,gold,750,Full,
944b6734-51b3-4614-86c4-d47b25ddf240,EVGA SuperNOVA 650 P2,171.31,ATX,platinum,650,Full,
132772fd-f906-4dc4-8403-cea5f0027add,Corsair CS550M,,ATX,gold,550,Semi,
3ba72158-4981-4a4a-aa25-7623a0958628,EVGA SuperNOVA NEX750B,,ATX,bronze,750,Semi,
6197a819-ae72-4fa3-8e79-87332583e73a,Lian Li PE,,SFX,platinum,750,Full,
2419a218-aafb-4cb2-8a0f-af209b68946e,SeaSonic PRIME Ultra Titanium,339.0,ATX,titanium,750,Full,
ae492f74-f83b-435e-bc6d-e4deda0ce3ba,be quiet! Pure Power 11 FM 750,123.59,ATX,gold,750,Full,Black
ac8eb9a4-34c4-4390-9e60-8631d722d988,Corsair HX750,,ATX,platinum,750,Full,Black
a12b70aa-b3cd-4a5f-a2d0-7b4f90b336ff,Cooler Master G600,,ATX,gold,600,False,Black
95150fce-152b-4a93-8415-2590ca930814,Corsair HX1000,396.0,ATX,plus,1000,Semi,
e7fbe82e-5295-4786-8890-9a3b9c35471f,Phanteks Revolt Pro,,ATX,gold,850,Full,Silver / Black
bc723cb8-02cb-4b90-bf86-ebbca5aa5331,Segotep GM,,ATX,gold,850,Full,White
ce4248b5-d86c-4823-9525-0838ce7956c4,Apevia Prestige,,ATX,gold,1000,False,Black
f53b19e7-9d2b-454c-badf-a97491ba7952,SeaSonic M12II,,ATX,bronze,620,False,
cdeba157-24ae-437f-aaab-1d9dda6d015d,Enhance ENP-7660,,Flex ATX,platinum,600,False,Silver
4e7f96d2-9370-49dd-b5ed-e792c4113367,Thermaltake Toughpower SFX,137.16,SFX,gold,750,Full,Black
d32b3fb3-f24e-40ff-bbde-166a4e0a1dbe,Corsair RM750i,,ATX,gold,750,Full,
0961b1f1-ad2e-4248-9e55-9ea78c8cf520,GAMDIAS KRATOS E1,119.0,ATX,plus,600,False,Black
49584e6c-dec4-4469-93ff-f9064fbe000b,be quiet! Pure Power 11 FM 650,,ATX,gold,650,Full,Black
0db629c3-e2bc-4fd3-8987-91ada17e780a,SHARKOON SilentStorm,140.0,SFX,gold,500,Full,Black
5e885982-b022-4370-a8c1-d7e16b5b0e2d,Corsair VS500 (2020),123.09,ATX,bronze,500,False,Black
a8986c5a-47ac-4844-af65-42819a48fea3,Corsair HX750,273.99,ATX,gold,750,Semi,
17f87aac-5720-4760-9542-b583709ddaf3,EVGA 430 W1,,ATX,plus,430,False,
2ad42501-a0ba-4adf-88d9-a03d5eca09fb,Antec CSK,,ATX,bronze,750,Semi,Black / Yellow
9679c21b-44d8-4318-90ec-88995211e950,Gigabyte PW400,,ATX,plus,400,False,Black
714d309e-1195-41a0-8dc2-6b0c9c5f6667,Deepcool DA500,,ATX,bronze,500,False,Black / Gold
b9c7b170-f672-48d9-9098-83aeaa738b0e,Segotep GP,,ATX,gold,600,False,Black
276f2eae-86d0-40a2-8842-085f4f154450,be quiet! System Power 9,,ATX,bronze,500,False,Black
45a2c6ec-0b21-463b-9ad4-505a3c1545a3,SeaSonic PRIME,162.81,ATX,gold,750,Full,Black
d7dc9dcd-f6e0-4f74-b1dd-395e27d59750,Cougar BXM750,94.98,ATX,bronze,750,Semi,Orange / Black
6479d1e7-5d17-4bba-906c-e35b1429156f,EVGA GE,86.01,ATX,gold,700,False,Black
5404784d-a794-4fe7-a482-54a89996b8b5,Raidmax Cobra,,ATX,bronze,400,False,
961f96e6-2e81-4256-b44f-38c1902b1ec5,EVGA SuperNOVA 650 P6,170.99,ATX,platinum,650,Full,Black / Silver
7c49549d-854d-44cf-9ed6-46cfe83e283d,Enermax Revolution D.F.,,ATX,gold,650,Full,Black
b04663b4-7a77-4f5a-8553-b9adb1f84c1c,Aerocool AER-P7-P650W,,ATX,platinum,650,Full,
594afc2a-8415-4e87-b125-31639485838e,SeaSonic VERTEX GX-750,169.99,ATX,gold,750,Full,Black / Silver
e609e2c5-bc8c-454b-84a3-83dba2cdbefa,"FSP Group Hydro PTM PRO,Gen5",289.99,ATX,platinum,1200,Full,Black
64090b0e-bb3c-49e4-9ebf-139bd80e07da,Gigabyte GP-G750H,,ATX,gold,750,Semi,Black
6c29b6e1-85dc-4109-8cea-2c0fd9750323,Super Flower Leadex III ARGB,,ATX,gold,650,Full,White
62411595-49ef-41db-8b80-5b591b1975dd,GAMDIAS KRATOS M1 B,,ATX,bronze,550,False,Black
6cbccc21-a8fc-475f-93b6-76b9d5df6079,PowerSpec GFM,99.99,ATX,gold,750,Full,Black
b73492db-5d88-4866-b7db-46c2557c776a,SeaSonic Prime Fanless PX-450,262.0,ATX,platinum,450,Full,Black
79545eff-ab5e-4383-837b-c73b8b16ea34,be quiet! Pure Power 11 FM 550,98.59,ATX,gold,550,Full,Black
e337bfa6-459c-467a-a853-da6c44cfae08,LC-Power OFFICE SERIES,,ATX,,600,False,Black
1b97f634-6b60-493c-82c4-2701b699f5d5,FSP Group HYPER K PRO,,ATX,plus,700,False,Black / Yellow
b21ce9d9-ce59-4482-a534-6d61265662ae,Deepcool PF750 230V,,ATX,plus,750,False,Black
24f26be1-d962-45e4-a309-f59baab57631,Corsair RM850i,,ATX,gold,850,Full,
dacb9bd3-1fe4-448f-bd49-8e2dace2a723,EVGA SuperNOVA 1000 G2,,ATX,gold,1000,Full,
6df3ecae-9875-44e0-abb3-6757bd7b8c8d,Corsair RM1000i,,ATX,gold,1000,Full,
5df68714-f150-466b-ae9c-f1ad140107c6,Silverstone SFX,,SFX,bronze,300,False,
52bf536b-4675-49c8-9833-8d9d40524696,Corsair VS500,190.5,ATX,plus,500,False,
e55d1fec-d18f-46ff-b3b4-d46b340b1bd2,Antec EARTHWATTS GOLD PRO 550,,ATX,gold,550,Semi,Black
cf5ffc49-56c0-4a0a-9fb8-ca200f5a886a,Corsair AX850,499.99,ATX,gold,850,Full,
3a00699a-6a26-4bb9-b77a-104997ccbc67,Corsair RM750x White,,ATX,gold,750,Full,White / Black
f1580176-1978-4938-8040-286ae321c8d4,EVGA 600 GQ,,ATX,gold,600,Semi,Black
0b33aa59-3f62-4cd8-99f3-285886477ba0,SeaSonic PRIME Ultra Platinum 750,159.0,ATX,platinum,750,Full,Black
9e63324a-0534-465e-8d0d-5d57d532d030,Super Flower Leadex V Pro,154.99,ATX,gold,1000,Full,White
a6913713-4e70-4f15-ad27-7eece0af918b,Cooler Master MWE Gold,,ATX,gold,550,Full,Black
e1c50da8-4f8f-47ba-9d3f-45ddcdfecce5,Corsair VS450,,ATX,,450,False,
e4378953-f9ec-4484-98fb-03037a90ec45,be quiet! Dark Power 12,338.0,ATX,titanium,750,Full,Black
f6bf2e7d-8be7-4a85-96b2-244b2c437774,SeaSonic S12III,184.61,ATX,bronze,550,False,Black
29c3aa2a-5c2f-4fdd-a62c-ee958fcb3e0f,Deepcool PM650D,99.99,ATX,gold,650,False,Black
4601633a-7c43-4d26-a05b-f1551e0a2df6,SeaSonic CORE GC-500,,ATX,gold,500,False,Black / Yellow
66ca5ad2-e846-4eb4-8802-3306ee735a7d,Antec CSK,,ATX,bronze,550,False,Black / Yellow
