id,display_name,price,capacity,type,cache_size,form_factor,interface
847ab104-337b-49d2-9676-eba7f7612a70,Western Digital WD_BLACK SN850P for PS5,109.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
d96e1275-b33d-4c6f-a2ae-8b36888dd0dd,ADATA XPG SPECTRIX S40G RGB,66.39,512.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
06b018ce-0ca3-4302-8d00-3d5aa6bb23eb,Enmotus FuzeDrive,,1550.0,SSD,131072.0,M.2-2280,M.2 PCIe 3.0 X4
316751d0-5ce9-41d5-9f91-f63d5fd5bf7e,Western Digital Blue SA510,39.99,500.0,SSD,,2.5,SATA 6.0 Gb/s
68f31bc0-2cdd-415a-ad00-fcd7be414614,Western Digital Caviar Blue,21.0,250.0,7200,16.0,3.5,SATA 6.0 Gb/s
54d8cb14-654c-4458-80c5-4af4dfebebf4,Seagate FireCuda 530 w/Heatsink,164.46,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
6cc63677-a37c-4421-9df9-b9cda1389e14,Western Digital Green,32.6,240.0,SSD,,M.2-2280,M.2 SATA
ed9c5388-abb1-468f-bdf5-b834ee8bfc79,Toshiba MG09 512e,289.99,18000.0,7200,512.0,3.5,SATA 6.0 Gb/s
7561845c-2b90-4675-87f3-0b7f4f2f3a15,Seagate BarraCuda,42.01,500.0,5400,32.0,3.5,SATA 6.0 Gb/s
0760e36f-ce98-4199-a85c-2fc2ce1813b3,Western Digital Purple,192.99,8000.0,5640,128.0,3.5,SATA 6.0 Gb/s
5e38d3b1-6d51-414c-ae6d-e1fdbc74b045,Patriot P310,19.98,240.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
2199c3fe-f0f3-411b-8ee2-04f7e0fdad07,Samsung 840 Evo,,120.0,SSD,,2.5,SATA 6.0 Gb/s
6b240595-8986-4325-b23c-fe0a7761d4da,Western Digital Blue,148.0,4000.0,5400,64.0,3.5,SATA 6.0 Gb/s
2ab32d4c-cd11-46d0-b809-ef8a8dae289d,Samsung 850 Pro,252.87,1000.0,SSD,,2.5,SATA 6.0 Gb/s
5eebf796-cd8b-483c-9595-707d86c84e8c,Samsung 860 Pro,805.0,2000.0,SSD,2048.0,2.5,SATA 6.0 Gb/s
9948c787-3f83-44b7-bba0-608c32e4fc92,ADATA SU800,122.68,1000.0,SSD,,2.5,SATA 6.0 Gb/s
3aaffc9e-bb46-437b-88f1-98d78c1e0e3d,Western Digital Green,59.0,120.0,SSD,,2.5,SATA 6.0 Gb/s
2f255d7c-9c61-4f91-855f-4cc8a02f2566,PNY CS1030,89.99,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
55b28bf8-f3f1-42ee-8494-ccd5bc80a36d,TEAMGROUP GX2,47.89,1000.0,SSD,,2.5,SATA 6.0 Gb/s
cc91673b-8ccc-4ff0-8f86-d9184fbce489,Kingston Fury Renegade with Heat Sink,148.05,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
cc2536f5-9ace-47b1-b8a8-9d137030a277,Inland QN322,79.98,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
da551e7f-b257-4c0b-8188-5ae1ca8fa143,Gigabyte AORUS Gen5 10000,,2000.0,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4
1b27453a-c64f-4099-a9ba-c652cc6b148d,Western Digital Red,61.99,2000.0,5400,256.0,3.5,SATA 6.0 Gb/s
022051c7-ab0e-4dfb-a8ac-0930e19eaceb,Gigabyte AORUS Gen4,169.0,1000.0,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
cb6997f5-e2a8-4732-bfb2-1ffca3b2debe,ADATA XPG SX8200 Pro,37.24,256.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
425dcb88-7ec7-4c75-b539-728bfadef70f,SanDisk Ultra 3D,126.96,500.0,SSD,,2.5,SATA 6.0 Gb/s
9619964b-0d7c-47aa-a2c4-ad5c494afc34,Western Digital Black SN750 SE,64.98,500.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
25f4061d-fdc1-47a8-a01f-59040c2922d2,Samsung 950 PRO,,256.0,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
5cb29647-9e2e-4cde-a7ee-f54d90d57e38,Western Digital Black SN750,194.99,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
a8e6f408-b135-44d7-9d64-a301b6aa7b73,ADATA Premium For PS5,99.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
beedb4b6-1575-403a-9eab-5e356ff59e81,Corsair MP600 PRO LPX,79.98,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
5ee9a6ed-ab89-48ee-8d04-e0c0b0eb0e65,Toshiba MQ01ABD-V,26.76,1000.0,5400,,2.5,SATA 6.0 Gb/s
10e2e946-5547-48d7-8962-5ca428fed44f,Intenso High Performance,17.25,120.0,SSD,,2.5,SATA 6.0 Gb/s
2bc91fc5-520b-4b1d-b640-54633c473c43,TEAMGROUP AX2,39.99,1000.0,SSD,,2.5,SATA 6.0 Gb/s
3cb41a3c-e121-4343-a774-924256011334,Timetec 35TTFP6PCIE,39.99,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
59f4ea28-4f80-42a6-9b9f-a05045c0ffa7,Toshiba MG08,243.0,16000.0,7200,512.0,3.5,SATA 6.0 Gb/s
b8b36361-a4f2-45a6-a005-400b2ec1d392,Seagate Nytro Enterprise,,15360.0,SSD,,2.5,SAS 12.0 Gb/s
34e2b9e6-5e92-460b-95a1-26a384b3faa5,Western Digital WD Blue,,1000.0,5400,64.0,3.5,SATA 6.0 Gb/s
2bf61dd5-ec58-4270-b537-d93539d54d06,Corsair MP600 PRO,249.99,4000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
546fa1b0-2cb2-4791-82b9-72d01a3f5bf0,Patriot P300,46.99,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
47a2455a-8744-4486-9019-d2490945c676,PNY CS2241,95.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
5d8d591b-a818-473a-bea6-3f048db020a6,Intel Optane P1600X,33.99,58.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
80f077ee-56e8-48a2-9b60-39b345d6aafd,Seagate IronWolf NAS,279.99,10000.0,7200,256.0,3.5,SATA 6.0 Gb/s
ee3c325a-afff-4598-b6b4-eb81e788fba6,Mushkin Tempest,74.98,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
741a086a-9ed7-4a11-98c6-acd001b40753,Seagate BarraCuda Pro Compute,196.99,12000.0,7200,256.0,3.5,SATA 6.0 Gb/s
bd2f4857-27ef-4868-a769-c2bb057cbfe9,HP EX900,32.99,250.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
7dd646ff-07ec-4315-99b9-951b3bd30d3c,Kingston A2000,,250.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
6b373ff4-1fb6-4ef4-b75d-801143df6cbc,Western Digital Caviar Black,103.77,1000.0,7200,64.0,3.5,SATA 6.0 Gb/s
f74d34ef-5998-41bf-8f6a-0d1f2221c33c,Inland Professional,20.99,256.0,SSD,,2.5,SATA 6.0 Gb/s
a6a9b4d0-c0d6-42db-8246-3b588ba38ea6,Toshiba HDD2J92,,640.0,5400,8.0,2.5,SATA 3.0 Gb/s
acece965-e1dd-4b7a-8422-b2969124178e,Gigabyte AORUS Gen4 7300,69.98,1000.0,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
9e8927fd-ac35-49d1-a811-326ed6d586c1,Gigabyte Gen3 2500E,,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
a8ff1f5b-ba39-4fc3-a6e8-283f5f01ab73,Seagate FireCuda 520 Rev 2.0,55.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
13fec985-b017-406a-8fe7-226360323a1b,Gigabyte GP-GSTFS31480GNTD,25.5,480.0,SSD,,2.5,SATA 6.0 Gb/s
0eb8356e-9d43-4d54-97bc-777357ef1fe2,Western Digital WD_BLACK SN850P for PS5,169.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
19aad810-fb87-4e74-94f1-de4f6b245df6,Samsung 850 Pro,177.69,512.0,SSD,,2.5,SATA 6.0 Gb/s
7b4e807e-5bf0-4e9a-ac21-12d5944f29da,Western Digital Red SA500,289.17,4000.0,SSD,,2.5,SATA 6.0 Gb/s
e3bffe67-ebe3-4a49-b39e-e12780792031,Seagate EXOS Enterprise,189.99,8000.0,7200,256.0,3.5,SATA 6.0 Gb/s
afb1053e-6413-4d1d-8eaa-f0f994b1ac77,Western Digital Red Pro,149.99,4000.0,7200,256.0,3.5,SATA 6.0 Gb/s
9620aec4-2836-4622-95bb-7b5cb32ae962,Intenso Top Performance,72.39,512.0,SSD,,M.2-2280,M.2 SATA
eaf22bf5-d195-4bc2-af1e-1e98a44307ce,Western Digital VelociRaptor,174.72,1000.0,10000,64.0,3.5,SATA 6.0 Gb/s
1c49c7d1-1310-4e92-a9f7-6bd06f81982b,Western Digital Blue,44.44,2000.0,5400,64.0,3.5,SATA 6.0 Gb/s
2a2c1bd6-454a-4c21-bc18-62f602c834a7,Seagate FireCuda 520,69.0,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
dfcf6eea-11ae-4eb7-92f0-1c993783284c,ADATA SU800,94.49,512.0,SSD,,2.5,SATA 6.0 Gb/s
3548e0d0-9c61-4258-8f6e-06f5ad6329b6,OCZ Z-Drive R4 CM84,,1200.0,SSD,,PCIe,PCIe x8
e1c3d494-3a43-447e-9f21-9cf6fc51a172,Integral M2,,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
e7085f57-5d87-4998-b0ba-6d8e6244e8a5,Corsair MP510,46.02,480.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
e133e63c-75d5-4697-b24c-c0a04f403121,Seagate IronWolf Pro,269.99,16000.0,7200,256.0,3.5,SATA 6.0 Gb/s
d1f8e9a7-8aef-4e90-92a3-2022e42cb5e7,TEAMGROUP T-Create Classic,89.99,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
cfc1d806-84d1-4099-ba39-10b3689431bc,Seagate IronWolf Pro NAS,145.99,4000.0,7200,256.0,3.5,SATA 6.0 Gb/s
7eb915dd-d3d5-4124-ada5-156a5d688706,Corsair MP510,59.49,960.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
2aad27be-b1e6-4e8e-9f31-4e0a781c5816,Seagate Exos X18,239.99,14000.0,7200,256.0,3.5,SATA 6.0 Gb/s
f268f798-d8ed-41d3-8576-5ae7bc3fecc3,ADATA LEGEND 850 LITE,86.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
1ccef741-db84-49d5-a0f2-6a5f27168a76,Seagate FireCuda 530,64.98,500.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
f76c0830-8681-46c5-a782-0499f6b8a3b4,Seagate IronWolf Pro NAS,219.99,8000.0,7200,256.0,3.5,SATA 6.0 Gb/s
44539d0c-fc7a-4bc9-8173-883f3f93fd6b,Lexar NS100,69.9,512.0,SSD,,2.5,SATA 6.0 Gb/s
7493ee9a-6838-42e2-a7c2-ad680e6bc3df,PNY XLR8 CS3040,50.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
e18989fb-8eb1-44db-821b-e9853276f5a7,Inland Prime,119.99,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
b4397018-a6e1-4533-9392-20854d2953de,ADATA SU800,39.04,256.0,SSD,,2.5,SATA 6.0 Gb/s
bb5a3d12-deba-49b7-a87e-34423ef2b194,Leven JPR700,74.98,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
34c056e9-50b9-4d73-9fd2-eca333c3131a,Seagate Constellation ES.3,28.5,1000.0,7200,128.0,3.5,SATA 6.0 Gb/s
2bb2e27c-287d-4e54-b57f-b18d7fcea5ef,Patriot Burst Elite,18.98,240.0,SSD,,2.5,SATA 6.0 Gb/s
585d360a-a487-4427-a321-b4df8814cb64,ADATA XPG GAMMIX S11 Pro,107.49,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
48da88ae-a8c0-44d2-94d0-538b749e5b87,Seagate Barracuda Compute,82.37,2000.0,5400,128.0,2.5,SATA 6.0 Gb/s
e49dd6e0-dd59-40be-9811-c6d096144da1,Intel DC P4511,140.19,1000.0,SSD,,M.2-22110,M.2 PCIe 3.0 X4
a72f8796-e285-4d68-8093-4d35b508bb19,Kingston KC600,52.74,512.0,SSD,,2.5,SATA 6.0 Gb/s
4b2df994-c11e-4a6e-9a66-60cebfdc9db4,TEAMGROUP T-Force Cardea Z540,259.99,2000.0,SSD,,M.2-2280,M.2 PCIe 5.0 X4
fc4f8496-a34e-407d-a594-5d542568c183,Samsung 840 Pro,,128.0,SSD,,2.5,SATA 6.0 Gb/s
b9ad1110-af45-41ac-887d-509469370094,ADATA LEGEND 850 LITE,48.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
2701972b-ea9d-408e-9f05-4205a252a7d3,Inland Professional,18.98,120.0,SSD,,2.5,SATA 6.0 Gb/s
12d3ef8b-2ae7-44d8-ae1b-bc44a0f1a5e6,ADATA Legend 710,,512.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
d4fb5576-1df1-4f93-919f-beff7db09884,Patriot P210,86.99,2000.0,SSD,,2.5,SATA 6.0 Gb/s
ff95d22a-79ac-4b4b-b95c-d1608b2ed10b,Western Digital Ultrastar DC HC550,285.99,16000.0,7200,512.0,3.5,SATA 6.0 Gb/s
58ea1861-80fc-473b-8683-537eca74f843,Samsung 860 Evo,186.18,500.0,SSD,512.0,M.2-2280,M.2 SATA
c8e38fa7-e2bf-42d7-9530-7091d730f0e6,ADATA XPG GAMMIX S11 Pro,79.69,512.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
2b666c2e-9670-49fe-a4f6-044d78f33043,PNY CS900,174.0,4000.0,SSD,,2.5,SATA 6.0 Gb/s
056bb61f-7674-4262-b49f-ad92e8c0498d,PNY CS1031,44.84,500.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
3ecdd267-eb36-49bd-abf3-c3626a9fbdc1,TEAMGROUP Cardea A440,94.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
1f1db635-d5a1-4f98-be4e-8b52a7ff5e3d,TEAMGROUP MP44,54.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
c1b5ace9-5922-49b4-99bb-0476cbd95b81,TEAMGROUP T-Force Cardea A440 Pro,52.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
3e5c639f-0b86-4625-8122-f63c58a76b8b,Kingston Fury Renegade with Heat Sink,104.21,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
188aa6d4-d58f-4609-9430-df5dbdb459e3,Kingston Fury Renegade with Heat Sink,376.73,4000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
f4c9a8b6-380f-4a4a-9b41-7578747c191a,ADATA SU635,19.98,240.0,SSD,,2.5,SATA 6.0 Gb/s
516591c5-b445-4f25-9b25-a1179a6acbcd,Gigabyte AORUS Gen4,,500.0,SSD,512.0,M.2-2280,M.2 PCIe 4.0 X4
b33e33c8-a0bb-4ed1-8026-0840e4d9b6fa,Western Digital Green,32.49,480.0,SSD,,2.5,SATA 6.0 Gb/s
a9548c57-9115-437b-b2a3-06e03f44f18c,Seagate BarraCuda Pro,330.0,14000.0,7200,256.0,3.5,SATA 6.0 Gb/s
f0f13785-e390-4d00-882c-a8114b5bd791,Toshiba P300,,2000.0,7200,64.0,3.5,SATA 6.0 Gb/s
55e6e756-90f7-4af0-b72a-fed18ba2cdb6,Nextorage G-Series,,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
35351946-5f0e-4163-bada-cdc7c2445a7a,Western Digital Black,144.99,4000.0,7200,64.0,3.5,SATA 6.0 Gb/s
2bd9800b-91e3-441e-80c2-a0da0f1089f9,Sabrent Rocket,139.99,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
23fd8cc1-bec9-41ac-959f-43cf47a60081,Verbatim Vi550,14.99,128.0,SSD,,2.5,SATA 6.0 Gb/s
2673376c-066f-40f9-8e48-b6a6ebf59fb9,Gigabyte Gen3 2500E,129.5,500.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
6b94dedd-ab00-4ccb-b49f-b7b0052ec0bd,Seagate Barracuda Compute,51.08,1000.0,5400,64.0,3.5,SATA 6.0 Gb/s
bb507642-330b-424c-a8ad-3a4eb4647136,SK Hynix Platinum P41,65.98,500.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
a7eaa1aa-d23e-4696-9751-8d1b7f88faa2,Kingston SSDNow UV400,84.99,240.0,SSD,,2.5,SATA 6.0 Gb/s
b72d5b2b-436b-48c6-8d22-ae545294f425,MSI SPATIUM M390,47.69,500.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ed65bf16-f555-451c-8646-2d4e5a036704,SanDisk Ultra 3D,143.2,1000.0,SSD,,2.5,SATA 6.0 Gb/s
c5e71fe8-36eb-4615-a358-8ef2a921c4f6,Corsair MP600 PRO LPX,314.99,4000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
52651d49-fad6-4e2b-97ad-b3e9701e3ddd,Seagate FireCuda 520,35.0,500.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
d122e11b-76e6-4bb8-afb9-de82872f1c77,TEAMGROUP MS30,79.98,2000.0,SSD,,M.2-2280,M.2 SATA
085549ab-448d-42b8-9ea1-17f4facc4274,Seagate FireCuda 530 w/Heatsink,94.93,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
16f6698b-ee68-44fd-af7c-1beb400035c4,Western Digital Gold,395.7,18000.0,7200,512.0,3.5,SATA 6.0 Gb/s
6811dff1-16c5-43d7-ba94-40035235cdd4,ADATA XPG GAMMIX S50 Lite,163.53,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
e3cc2cf9-8915-4f79-a181-b30f52aa3ca7,Seagate IronWolf Pro NAS,92.99,2000.0,7200,256.0,3.5,SATA 6.0 Gb/s
aabdada0-0812-4a2e-a4a3-5ef313f115e2,Western Digital Blue,69.98,4000.0,5400,64.0,3.5,SATA 6.0 Gb/s
805fd94a-6aff-4a89-a1c6-5b0fe0a58d57,Oyen Digital E18-8TBICS5,759.0,8000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
97e2c99a-14f3-4f53-a0c1-1e90d3655c67,Lexar NS100,,128.0,SSD,,2.5,SATA 6.0 Gb/s
a13555b9-efb9-403d-bfa8-6bd24798462c,Samsung PM981,71.0,512.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
f4466698-8e58-457f-a98b-42b09057fa2f,Mushkin Vortex-LX,39.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
bcd6cf70-b762-4e5f-88c2-e79c3efd0841,Western Digital Ultrastar DC HC550,299.99,18000.0,7200,512.0,3.5,SATA 6.0 Gb/s
33594127-374a-45d8-8e32-c2bb899b3ee4,Corsair MP600 PRO,129.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
0af2e490-9e92-4c12-ba1f-a3966bd1026c,Transcend TS32GSSD370S,36.44,32.0,SSD,,2.5,SATA 6.0 Gb/s
e46eb052-5625-4957-af77-2c12380c9581,TEAMGROUP AX2,25.49,512.0,SSD,,2.5,SATA 6.0 Gb/s
fd9e4ecf-6af5-4687-abff-6324d31dfc23,Silicon Power A80,,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
69da1e32-7737-4f43-a092-7942e0a5dd21,SanDisk SSD PLUS,40.92,120.0,SSD,,2.5,SATA 6.0 Gb/s
ca221561-4e23-41f4-aec0-e3f938bfebf5,Western Digital Black SN750,109.99,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
f0221d66-5494-4be9-84be-d40204e018eb,Mushkin ELEMENT,24.99,512.0,SSD,,2.5,SATA 6.0 Gb/s
33f1ee3f-1df7-43e8-8114-bdc68673a072,Samsung PM893,584.79,7680.0,SSD,,2.5,SATA 6.0 Gb/s
6624082b-0e42-4edf-ab7b-5b01904059c7,Seagate FireCuda 520 Rev 2.0,99.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
c4f57bea-b3ad-4611-93ca-ef2295386a59,Toshiba N300,154.99,8000.0,7200,256.0,3.5,SATA 6.0 Gb/s
5bcd7960-0b26-4115-ae48-d313fe0ce46f,Western Digital Red Pro,239.99,10000.0,7200,256.0,3.5,SATA 6.0 Gb/s
13291103-36ce-4b4a-97f2-93030be58a25,ADATA LEGEND 960 MAX,69.98,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
c914ab1f-fc1e-4105-b089-f9491cda0683,Crucial P2,39.99,250.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
8a146e6a-8d2f-4ce1-8164-ac759de62e2a,ADATA SU800,,128.0,SSD,,2.5,SATA 6.0 Gb/s
a55641f7-56ac-46c9-9019-8161eea124c4,TEAMGROUP T-Force Cardea Z540,149.99,1000.0,SSD,,M.2-2280,M.2 PCIe 5.0 X4
3911b4ff-82f7-4724-9bcc-3ae4b1ca044e,ADATA LEGEND 840,97.29,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
a19dc0cc-8f7e-4f9e-9c56-8b1e0d18ae87,MSI SPATIUM M480 PRO,69.99,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ea1620ab-aeb8-41c2-95b2-563b737067ec,PNY CS2140,84.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
e788360c-9e69-4893-9f9d-bf693780368a,Crucial MX500,,500.0,SSD,,M.2-2280,M.2 SATA
11729222-0e70-4227-b2dc-6f06f3287cdc,Seagate BarraCuda Pro,99.99,6000.0,7200,256.0,3.5,SATA 6.0 Gb/s
d87493fe-ee60-427b-bfdf-733e472d9790,Lexar NM620,,256.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
4707e7a0-08fd-4d96-8a50-d9334d0b916a,Gigabyte AORUS Gen4 5000E,,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
581a2778-afc3-4c8f-943b-c9426383b126,Inland QN322,46.99,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
9c51a211-df5d-4687-b602-d118996a7c4d,Kingston SSDNow V300,95.62,240.0,SSD,,2.5,SATA 6.0 Gb/s
4e0979c8-2a85-4e91-bfe0-d90f1c905514,Western Digital Black,22.0,500.0,7200,32.0,2.5,SATA 6.0 Gb/s
b05843b1-fe99-4498-8930-9c36cab4feb1,ADATA XPG SX6000 Pro,119.5,512.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
7f909d41-658b-45aa-bb1c-d28c18a1434d,Corsair MP600 PRO LPX,69.98,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
34fd3b2c-bb0d-436c-a6c0-a646cfeaf92c,Western Digital WD_BLACK SN850P for PS5,349.99,4000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
c251755e-6e25-4e7f-873d-cc93696706b1,Kingston A400,,240.0,SSD,,M.2-2280,M.2 SATA
08637362-d91c-425c-a9f2-c4f6aad01cc1,Hitachi Ultrastar 7K4000,,4000.0,7200,64.0,3.5,SATA 6.0 Gb/s
69aea8ac-8c78-4429-ae5f-5d3c77f3aa17,TEAMGROUP T-Force Cardea A440 Pro,219.99,4000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
f503f48d-9e50-4eef-9b4d-5d7f042b89d2,Toshiba N300,179.99,10000.0,7200,256.0,3.5,SATA 6.0 Gb/s
3b9f2bdf-6f68-44c3-8bf4-c9fc18bd98e9,ADATA XPG SPECTRIX S40G RGB,34.99,256.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
b54cdbc2-9e4d-4bcc-acc2-11087c8aee17,Intenso 3812450,32.54,512.0,SSD,,2.5,SATA 6.0 Gb/s
b6b0a267-56e1-403a-9a92-321bc4078f36,Western Digital Green,47.0,120.0,SSD,,M.2-2280,M.2 SATA
215df184-4c24-4b6b-942a-c919282d4d87,TEAMGROUP T-Force Cardea Z44Q,,4000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
e38208dd-9a25-4c02-ba75-f7bf9e5d1907,Nextorage NEM-PA,99.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
efd43517-b4b1-419a-b12d-4ae62f5926d9,Seagate SkyHawk Surveillance,62.99,2000.0,7200,256.0,3.5,SATA 6.0 Gb/s
db33bfda-ebfc-494e-8eef-2e448cbf587f,Gigabyte AORUS Gen4 7000s,,2000.0,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
b255e481-b8c4-49a7-925d-a4b399d37768,Samsung PM981,,256.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
e343cf6f-57f7-421e-8a82-8650694f37e3,Seagate IronWolf NAS,189.89,8000.0,7200,256.0,3.5,SATA 6.0 Gb/s
41bfd0c9-cded-4ba4-965d-41cb40656775,Western Digital Blue SN550,190.99,2000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
066602c5-4b0d-49dd-b536-ad2244cf2ec3,Hitachi 7K1000.C,48.99,1000.0,7200,32.0,3.5,SATA 3.0 Gb/s
e08d405b-a59d-4f0f-938b-e32074f6a85e,TEAMGROUP T-Create Classic DL,99.99,2000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
e5ef15b8-4fcd-4fed-966c-504b998af4e4,Seagate IronWolf NAS,164.99,6000.0,5400,256.0,3.5,SATA 6.0 Gb/s
212dd197-7056-4036-9818-0fdcc1003c15,SanDisk Ultra 3D,214.99,4000.0,SSD,,2.5,SATA 6.0 Gb/s
b359298b-c06e-4423-9e34-bc75166ec988,Seagate IronWolf NAS,149.99,4000.0,5900,64.0,3.5,SATA 6.0 Gb/s
ec178d34-404d-40ea-b5e6-b7b4b5082b70,Sabrent Rocket,299.99,4000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
e22009f6-7f8f-4f87-93e4-ac798a8fc8a2,Western Digital Red Plus,203.4,8000.0,7200,256.0,3.5,SATA 6.0 Gb/s
b1fe5996-911a-44cb-98a2-eeea999ba70b,PNY CS900,47.12,480.0,SSD,,2.5,SATA 6.0 Gb/s
0abb6bea-81e2-458d-96f1-3e2fa8328993,Gigabyte AORUS Gen4,76.78,1000.0,SSD,,M.2-2280,M.2 PCIe 4.0 X4
fb8453b2-0689-40b7-99a6-82db6f774588,Samsung 860 Evo,219.0,1000.0,SSD,1024.0,M.2-2280,M.2 SATA
4c93532f-5edc-46cc-8631-b5514042c120,Seagate EXOS Enterprise,95.78,4000.0,7200,128.0,3.5,SATA 6.0 Gb/s
b03df81c-1afb-4caf-ad15-6dbd75e8cc58,TEAMGROUP T-Force Delta Max RGB Lite,71.99,1000.0,SSD,,2.5,SATA 6.0 Gb/s
6b066757-a872-46a5-b2a1-fd760b33223e,Seagate ST1000LM014,39.74,1000.0,,64.0,2.5,SATA 6.0 Gb/s
e18e533a-f300-46b3-841c-e342b1404d1b,Mushkin Tempest,39.99,1000.0,SSD,,M.2-2280,M.2 PCIe 3.0 X4
cbeb4780-843c-4324-b016-3e3bcdfd2395,Western Digital Red Pro,289.08,14000.0,7200,,3.5,SATA 6.0 Gb/s
ba78d2c4-3b09-4041-951c-f43b92345a7d,ADATA SU630,79.15,960.0,SSD,,2.5,SATA 6.0 Gb/s
4d83e758-39dc-4f4b-b655-1b5fc99b8139,Silicon Power A55,29.99,128.0,SSD,,M.2-2280,M.2 SATA
